Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Order Profitable?,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,Ship Status,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Profit,Quantity,Sales,Sales Forecast
Office Supplies,Lakewood,United States,DB-13060,Dave Brooks,21/06/2019,CA-2019-128146,Profitable,8701,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",East,1182,Consumer,25/06/2019,Standard Class,Shipped Early,New Jersey,Art,4,6,0.00%,1,2,4,6
Office Supplies,Jacksonville,United States,RB-19570,Rob Beeghly,14/01/2022,CA-2022-138779,Profitable,28540,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",South,1183,Consumer,15/01/2022,First Class,Shipped On Time,North Carolina,Envelopes,1,1,20.00%,7,1,22,33
Technology,Jacksonville,United States,RB-19570,Rob Beeghly,14/01/2022,CA-2022-138779,Profitable,28540,TEC-PH-10003655,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,South,1184,Consumer,15/01/2022,First Class,Shipped On Time,North Carolina,Phones,1,1,20.00%,1,5,8,12
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,24/11/2019,CA-2019-127131,Profitable,98103,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,West,1185,Corporate,30/11/2019,Standard Class,Shipped On Time,Washington,Binders,6,6,20.00%,4,7,12,18
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,24/11/2019,CA-2019-127131,Profitable,98103,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",West,1186,Corporate,30/11/2019,Standard Class,Shipped On Time,Washington,Storage,6,6,0.00%,10,6,486,728
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,24/11/2019,CA-2019-127131,Profitable,98103,OFF-PA-10001800,Xerox 220,West,1187,Corporate,30/11/2019,Standard Class,Shipped On Time,Washington,Paper,6,6,0.00%,12,4,26,39
Office Supplies,Seattle,United States,HR-14830,Harold Ryan,24/11/2019,CA-2019-127131,Profitable,98103,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,1188,Corporate,30/11/2019,Standard Class,Shipped On Time,Washington,Storage,6,6,0.00%,53,2,198,296
Office Supplies,Los Angeles,United States,BT-11530,Bradley Talbott,26/02/2022,CA-2022-117212,Profitable,90036,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,West,1189,Home Office,28/02/2022,Second Class,Shipped Early,California,Appliances,2,3,0.00%,22,4,82,123
Technology,Los Angeles,United States,BT-11530,Bradley Talbott,26/02/2022,CA-2022-117212,Profitable,90036,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,West,1190,Home Office,28/02/2022,Second Class,Shipped Early,California,Phones,2,3,20.00%,67,8,890,1332
Furniture,Los Angeles,United States,BT-11530,Bradley Talbott,26/02/2022,CA-2022-117212,Profitable,90036,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,1191,Home Office,28/02/2022,Second Class,Shipped Early,California,Chairs,2,3,20.00%,89,3,892,1336
Office Supplies,Los Angeles,United States,BT-11530,Bradley Talbott,26/02/2022,CA-2022-117212,Profitable,90036,OFF-PA-10001970,Xerox 1908,West,1192,Home Office,28/02/2022,Second Class,Shipped Early,California,Paper,2,3,0.00%,110,4,224,335
Office Supplies,Los Angeles,United States,BT-11530,Bradley Talbott,26/02/2022,CA-2022-117212,Profitable,90036,OFF-PA-10000682,Xerox 1924,West,1193,Home Office,28/02/2022,Second Class,Shipped Early,California,Paper,2,3,0.00%,11,4,23,35
Office Supplies,Coral Springs,United States,NG-18355,Nat Gilpin,15/09/2020,US-2020-130519,Profitable,33065,OFF-PA-10001937,Xerox 21,South,1194,Corporate,15/09/2020,Same Day,Shipped On Time,Florida,Paper,0,0,20.00%,5,3,16,23
Furniture,Coral Springs,United States,NG-18355,Nat Gilpin,15/09/2020,US-2020-130519,Profitable,33065,FUR-FU-10002268,Ultra Door Push Plate,South,1195,Corporate,15/09/2020,Same Day,Shipped On Time,Florida,Furnishings,0,0,20.00%,3,4,16,24
Office Supplies,Coral Springs,United States,NG-18355,Nat Gilpin,15/09/2020,US-2020-130519,Profitable,33065,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",South,1196,Corporate,15/09/2020,Same Day,Shipped On Time,Florida,Storage,0,0,20.00%,2,2,25,37
Furniture,Coral Springs,United States,NG-18355,Nat Gilpin,15/09/2020,US-2020-130519,Profitable,33065,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",South,1197,Corporate,15/09/2020,Same Day,Shipped On Time,Florida,Furnishings,0,0,20.00%,-2,1,56,84
Technology,Houston,United States,ZC-21910,Zuschuss Carroll,8/04/2021,CA-2021-130946,Unprofitable,77041,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,1198,Consumer,12/04/2021,Standard Class,Shipped Early,Texas,Accessories,4,6,20.00%,65,9,432,647
Furniture,Houston,United States,ZC-21910,Zuschuss Carroll,8/04/2021,CA-2021-130946,Unprofitable,77041,FUR-CH-10004540,Global Chrome Stack Chair,Central,1199,Consumer,12/04/2021,Standard Class,Shipped Early,Texas,Chairs,4,6,30.00%,-4,4,96,144
Office Supplies,Houston,United States,ZC-21910,Zuschuss Carroll,8/04/2021,CA-2021-130946,Unprofitable,77041,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Central,1200,Consumer,12/04/2021,Standard Class,Shipped Early,Texas,Binders,4,6,80.00%,-1851,4,1089,1631
Furniture,Denver,United States,LS-16945,Linda Southworth,18/07/2021,CA-2021-114727,Profitable,80219,FUR-CH-10002335,Hon GuestStacker Chair,West,1201,Corporate,24/07/2021,Standard Class,Shipped On Time,Colorado,Chairs,6,6,20.00%,41,3,544,815
Office Supplies,Denver,United States,LS-16945,Linda Southworth,18/07/2021,CA-2021-114727,Profitable,80219,OFF-BI-10004967,Round Ring Binders,West,1202,Corporate,24/07/2021,Standard Class,Shipped On Time,Colorado,Binders,6,6,70.00%,-1,3,2,3
Furniture,Denver,United States,LS-16945,Linda Southworth,18/07/2021,CA-2021-114727,Profitable,80219,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,West,1203,Corporate,24/07/2021,Standard Class,Shipped On Time,Colorado,Chairs,6,6,20.00%,11,3,854,1279
Office Supplies,Denver,United States,LS-16945,Linda Southworth,18/07/2021,CA-2021-114727,Profitable,80219,OFF-ST-10002292,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",West,1204,Corporate,24/07/2021,Standard Class,Shipped On Time,Colorado,Storage,6,6,20.00%,0,2,594,889
Office Supplies,Denver,United States,LS-16945,Linda Southworth,18/07/2021,CA-2021-114727,Profitable,80219,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",West,1205,Corporate,24/07/2021,Standard Class,Shipped On Time,Colorado,Storage,6,6,20.00%,-34,3,338,506
Technology,Charlotte,United States,LH-16750,Larry Hughes,1/08/2022,CA-2022-133235,Profitable,28205,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,South,1206,Consumer,4/08/2022,First Class,Shipped Late,North Carolina,Phones,3,1,20.00%,17,5,272,407
Office Supplies,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,OFF-ST-10004634,"Personal Folder Holder, Ebony",East,1207,Corporate,18/07/2021,Second Class,Shipped Late,New York,Storage,4,3,0.00%,3,1,11,17
Office Supplies,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,OFF-BI-10002160,Acco Hanging Data Binders,East,1208,Corporate,18/07/2021,Second Class,Shipped Late,New York,Binders,4,3,20.00%,3,3,9,14
Office Supplies,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,OFF-FA-10002988,Ideal Clamps,East,1209,Corporate,18/07/2021,Second Class,Shipped Late,New York,Fasteners,4,3,0.00%,7,7,14,21
Office Supplies,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,OFF-AR-10004999,Newell 315,East,1210,Corporate,18/07/2021,Second Class,Shipped Late,New York,Art,4,3,0.00%,10,7,42,63
Office Supplies,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,East,1211,Corporate,18/07/2021,Second Class,Shipped Late,New York,Binders,4,3,20.00%,3,2,9,13
Furniture,New York City,United States,SW-20755,Steven Ward,14/07/2021,CA-2021-137050,Profitable,10009,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,East,1212,Corporate,18/07/2021,Second Class,Shipped Late,New York,Bookcases,4,3,20.00%,22,4,579,867
Furniture,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,FUR-CH-10004860,Global Low Back Tilter Chair,East,1213,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Chairs,4,6,30.00%,-48,2,141,212
Office Supplies,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,East,1214,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70.00%,-2,2,3,5
Office Supplies,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",East,1215,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70.00%,-4,1,5,7
Office Supplies,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",East,1216,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Art,4,6,20.00%,2,1,5,7
Technology,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,East,1217,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,20.00%,29,3,96,144
Furniture,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,1218,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,20.00%,2,2,17,25
Technology,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,East,1219,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,20.00%,65,3,259,387
Technology,Philadelphia,United States,SP-20620,Stefania Perrino,9/09/2022,US-2022-118087,Unprofitable,19134,TEC-PH-10002200,Samsung Galaxy Note 2,East,1220,Corporate,13/09/2022,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,40.00%,-386,7,1932,2893
Office Supplies,Los Angeles,United States,BF-11170,Ben Ferrer,12/07/2019,CA-2019-110184,Profitable,90036,OFF-ST-10000107,Fellowes Super Stor/Drawer,West,1221,Home Office,16/07/2019,Standard Class,Shipped Early,California,Storage,4,6,0.00%,45,9,250,374
Technology,Los Angeles,United States,BF-11170,Ben Ferrer,12/07/2019,CA-2019-110184,Profitable,90036,TEC-PH-10000439,GE DSL Phone Line Filter,West,1222,Home Office,16/07/2019,Standard Class,Shipped Early,California,Phones,4,6,20.00%,29,8,256,383
Furniture,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",East,1223,Consumer,5/12/2021,First Class,Shipped On Time,New York,Furnishings,1,1,0.00%,20,3,114,170
Technology,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,TEC-AC-10001432,Enermax Aurora Lite Keyboard,East,1224,Consumer,5/12/2021,First Class,Shipped On Time,New York,Accessories,1,1,0.00%,34,1,78,117
Office Supplies,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,East,1225,Consumer,5/12/2021,First Class,Shipped On Time,New York,Binders,1,1,20.00%,1,1,2,3
Office Supplies,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,OFF-PA-10001685,Easy-staple paper,East,1226,Consumer,5/12/2021,First Class,Shipped On Time,New York,Paper,1,1,0.00%,20,4,41,61
Office Supplies,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,East,1227,Consumer,5/12/2021,First Class,Shipped On Time,New York,Storage,1,1,0.00%,4,3,183,274
Office Supplies,New York City,United States,BM-11140,Becky Martin,4/12/2021,CA-2021-126004,Profitable,10024,OFF-ST-10000676,Fellowes Econo/Stor Drawers,East,1228,Consumer,5/12/2021,First Class,Shipped On Time,New York,Storage,1,1,0.00%,12,2,194,290
Office Supplies,Los Angeles,United States,ZC-21910,Zuschuss Carroll,6/11/2022,CA-2022-100013,Profitable,90045,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,1229,Consumer,11/11/2022,Standard Class,Shipped Early,California,Envelopes,5,6,0.00%,7,2,15,23
Furniture,Los Angeles,United States,ZC-21910,Zuschuss Carroll,6/11/2022,CA-2022-100013,Profitable,90045,FUR-FU-10001424,Dax Clear Box Frame,West,1230,Consumer,11/11/2022,Standard Class,Shipped Early,California,Furnishings,5,6,0.00%,3,1,9,13
Office Supplies,Los Angeles,United States,ZC-21910,Zuschuss Carroll,6/11/2022,CA-2022-100013,Profitable,90045,OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,West,1231,Consumer,11/11/2022,Standard Class,Shipped Early,California,Art,5,6,0.00%,2,2,6,9
Office Supplies,Buffalo,United States,KT-16480,Kean Thornton,31/10/2020,CA-2020-132570,Profitable,14215,OFF-AR-10000369,Design Ebony Sketching Pencil,East,1232,Consumer,2/11/2020,Second Class,Shipped Early,New York,Art,2,3,0.00%,1,2,3,4
Office Supplies,Buffalo,United States,KT-16480,Kean Thornton,31/10/2020,CA-2020-132570,Profitable,14215,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,1233,Consumer,2/11/2020,Second Class,Shipped Early,New York,Envelopes,2,3,0.00%,36,2,80,120
Technology,Cincinnati,United States,BG-11695,Brooke Gillingham,30/05/2021,CA-2021-153682,Profitable,45231,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,East,1234,Corporate,1/06/2021,First Class,Shipped Late,Ohio,Copiers,2,1,40.00%,70,2,840,1258
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,28/10/2021,CA-2021-144344,Profitable,33437,FUR-FU-10000076,24-Hour Round Wall Clock,South,1235,Consumer,28/10/2021,Same Day,Shipped On Time,Florida,Furnishings,0,0,20.00%,14,3,48,72
Office Supplies,Boynton Beach,United States,PG-18820,Patrick Gardner,28/10/2021,CA-2021-144344,Profitable,33437,OFF-BI-10003719,Large Capacity Hanging Post Binders,South,1236,Consumer,28/10/2021,Same Day,Shipped On Time,Florida,Binders,0,0,70.00%,-30,5,37,56
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,28/10/2021,CA-2021-144344,Profitable,33437,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,1237,Consumer,28/10/2021,Same Day,Shipped On Time,Florida,Furnishings,0,0,20.00%,0,2,64,96
Furniture,Boynton Beach,United States,PG-18820,Patrick Gardner,28/10/2021,CA-2021-144344,Profitable,33437,FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",South,1238,Consumer,28/10/2021,Same Day,Shipped On Time,Florida,Furnishings,0,0,20.00%,41,3,165,247
Furniture,Seattle,United States,GM-14680,Greg Matthias,11/08/2019,CA-2019-127012,Profitable,98105,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",West,1239,Consumer,15/08/2019,Standard Class,Shipped Early,Washington,Furnishings,4,6,0.00%,5,1,12,18
Office Supplies,Seattle,United States,GM-14680,Greg Matthias,11/08/2019,CA-2019-127012,Profitable,98105,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,West,1240,Consumer,15/08/2019,Standard Class,Shipped Early,Washington,Art,4,6,0.00%,11,1,41,61
Office Supplies,Seattle,United States,GM-14680,Greg Matthias,11/08/2019,CA-2019-127012,Profitable,98105,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",West,1241,Consumer,15/08/2019,Standard Class,Shipped Early,Washington,Fasteners,4,6,0.00%,11,2,23,34
Technology,New York City,United States,MO-17800,Meg O'Connel,29/08/2021,CA-2021-128727,Profitable,10024,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,East,1242,Home Office,4/09/2021,Standard Class,Shipped On Time,New York,Phones,6,6,0.00%,6,4,22,33
Office Supplies,New York City,United States,PG-18820,Patrick Gardner,15/02/2021,US-2021-162859,Profitable,10009,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,East,1243,Consumer,22/02/2021,Standard Class,Shipped Late,New York,Binders,7,6,20.00%,124,3,398,597
Office Supplies,New York City,United States,PG-18820,Patrick Gardner,15/02/2021,US-2021-162859,Profitable,10009,OFF-FA-10000304,Advantus Push Pins,East,1244,Consumer,22/02/2021,Standard Class,Shipped Late,New York,Fasteners,7,6,0.00%,4,4,9,13
Office Supplies,Gulfport,United States,EJ-14155,Eva Jacobs,14/05/2022,CA-2022-133641,Profitable,39503,OFF-EN-10004955,Fashion Color Clasp Envelopes,South,1245,Consumer,21/05/2022,Standard Class,Shipped Late,Mississippi,Envelopes,7,6,0.00%,24,9,49,73
Furniture,Fresno,United States,NP-18700,Nora Preis,12/12/2019,CA-2019-168494,Profitable,93727,FUR-TA-10004619,Hon Non-Folding Utility Tables,West,1246,Consumer,14/12/2019,Second Class,Shipped Early,California,Tables,2,3,20.00%,96,6,765,1145
Furniture,Fresno,United States,NP-18700,Nora Preis,12/12/2019,CA-2019-168494,Profitable,93727,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,1247,Consumer,14/12/2019,Second Class,Shipped Early,California,Tables,2,3,20.00%,135,12,3611,5408
Furniture,Fresno,United States,NP-18700,Nora Preis,12/12/2019,CA-2019-168494,Profitable,93727,FUR-BO-10004467,Bestar Classic Bookcase,West,1248,Consumer,14/12/2019,Second Class,Shipped Early,California,Bookcases,2,3,15.00%,12,3,255,382
Office Supplies,New York City,United States,DJ-13630,Doug Jacobs,18/12/2022,CA-2022-115602,Profitable,10009,OFF-AR-10002280,Staples in misc. colors,East,1249,Consumer,24/12/2022,Standard Class,Shipped On Time,New York,Art,6,6,0.00%,17,6,39,58
Furniture,New York City,United States,DJ-13630,Doug Jacobs,18/12/2022,CA-2022-115602,Profitable,10009,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,East,1250,Consumer,24/12/2022,Standard Class,Shipped On Time,New York,Chairs,6,6,10.00%,140,9,1142,1710
Office Supplies,New York City,United States,DJ-13630,Doug Jacobs,18/12/2022,CA-2022-115602,Profitable,10009,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,East,1251,Consumer,24/12/2022,Standard Class,Shipped On Time,New York,Appliances,6,6,0.00%,511,13,1705,2553
Office Supplies,New York City,United States,DJ-13630,Doug Jacobs,18/12/2022,CA-2022-115602,Profitable,10009,OFF-AR-10000462,Sanford Pocket Accent Highlighters,East,1252,Consumer,24/12/2022,Standard Class,Shipped On Time,New York,Art,6,6,0.00%,1,2,3,5
Technology,Milwaukee,United States,IM-15070,Irene Maddox,4/07/2020,CA-2020-154956,Profitable,53209,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Central,1253,Consumer,9/07/2020,Standard Class,Shipped Early,Wisconsin,Phones,5,6,0.00%,286,4,1100,1647
Office Supplies,Chester,United States,MH-18115,Mick Hernandez,10/03/2022,CA-2022-144638,Profitable,19013,OFF-AR-10003958,Newell 337,East,1254,Home Office,14/03/2022,Standard Class,Shipped Early,Pennsylvania,Art,4,6,20.00%,1,2,5,8
Technology,Chester,United States,MH-18115,Mick Hernandez,10/03/2022,CA-2022-144638,Profitable,19013,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,East,1255,Home Office,14/03/2022,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,40.00%,-8,3,36,54
Furniture,Chester,United States,MH-18115,Mick Hernandez,10/03/2022,CA-2022-144638,Profitable,19013,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,East,1256,Home Office,14/03/2022,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,20.00%,1,1,7,10
Furniture,Chester,United States,MH-18115,Mick Hernandez,10/03/2022,CA-2022-144638,Profitable,19013,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,East,1257,Home Office,14/03/2022,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,20.00%,12,2,44,66
Office Supplies,Charlotte,United States,RB-19795,Ross Baird,24/12/2021,US-2021-168620,Profitable,28205,OFF-BI-10001575,GBC Linen Binding Covers,South,1258,Home Office,28/12/2021,Second Class,Shipped Late,North Carolina,Binders,4,3,70.00%,-20,3,28,42
